id_registro,fecha,zona,tipo_dia,clima,tipo_vehiculo,tiempo_entrega_min
197,2024-10-02,Sur,Hábil,Despejado,Furgón,48.1
198,2024-10-03,Norte,Hábil,Despejado,Moto,52.7
199,2024-10-04,Este,Hábil,Nublado,Moto,62.9
200,2024-10-07,Sur,Hábil,Nublado,Moto,59.6
201,2024-10-08,Este,Hábil,Despejado,Moto,43.6
202,2024-10-09,Sur,Hábil,Nublado,Camión,49.9
203,2024-10-10,Norte,Hábil,Despejado,Moto,46.8
204,2024-10-11,Norte,Hábil,Despejado,Furgón,32.6
205,2024-10-14,Centro,Hábil,Lluvia,Camión,42.7
206,2024-10-15,Oeste,Hábil,Despejado,Furgón,50.7
207,2024-10-16,Norte,Hábil,Despejado,Furgón,31.1
208,2024-10-17,Este,Hábil,Despejado,Furgón,65.5
209,2024-10-18,Centro,Hábil,Despejado,Camión,48.1
210,2024-10-21,Este,Hábil,Despejado,Furgón,39.8
211,2024-10-22,Sur,Hábil,Despejado,Furgón,25.0
212,2024-10-23,Este,Hábil,Lluvia,Furgón,25.5
213,2024-10-24,Este,Hábil,Lluvia,Furgón,39.1
214,2024-10-25,Sur,Hábil,Despejado,Furgón,54.0
215,2024-10-28,Norte,Hábil,Despejado,Moto,93.8
216,2024-10-29,Este,Hábil,Despejado,Moto,44.9
217,2024-10-30,Oeste,Hábil,Despejado,Moto,56.2
218,2024-10-31,Norte,Hábil,Lluvia,Moto,31.2
219,2024-11-01,Centro,Hábil,Despejado,Moto,32.2
220,2024-11-04,Oeste,Hábil,Despejado,Moto,34.5
221,2024-11-05,Este,Hábil,Lluvia,Furgón,39.4
222,2024-11-06,Oeste,Hábil,Lluvia,Moto,65.6
223,2024-11-07,Este,Hábil,Lluvia,Furgón,44.8
224,2024-11-08,Sur,Hábil,Despejado,Moto,51.7
225,2024-11-11,Sur,Hábil,Despejado,Moto,48.2
226,2024-11-12,Sur,Hábil,Despejado,Furgón,42.1
227,2024-11-13,Centro,Hábil,Despejado,Furgón,31.9
228,2024-11-14,Centro,Hábil,Lluvia,Moto,52.6
229,2024-11-15,Sur,Hábil,Nublado,Camión,45.3
230,2024-11-18,Este,Hábil,Lluvia,Camión,71.0
231,2024-11-19,Centro,Hábil,Lluvia,Moto,44.1
232,2024-11-20,Centro,Hábil,Despejado,Moto,35.7
233,2024-11-21,Centro,Hábil,Lluvia,Camión,24.4
234,2024-11-22,Centro,Hábil,Despejado,Furgón,41.9
235,2024-11-25,Norte,Hábil,Despejado,Furgón,40.9
236,2024-11-26,Sur,Hábil,Despejado,Furgón,40.9
237,2024-11-27,Norte,Hábil,Despejado,Moto,104.5
238,2024-11-28,Norte,Hábil,Despejado,Moto,51.3
239,2024-11-29,Centro,Hábil,Nublado,Moto,30.7
240,2024-12-02,Centro,Hábil,Despejado,Furgón,119.7
241,2024-12-03,Norte,Hábil,Despejado,Furgón,33.6
242,2024-12-04,Este,Hábil,Despejado,Furgón,35.2
243,2024-12-05,Sur,Hábil,Lluvia,Moto,29.0
244,2024-12-06,Oeste,Hábil,Despejado,Moto,105.4
245,2024-12-09,Oeste,Hábil,Lluvia,Moto,27.1
246,2024-12-10,Norte,Hábil,Despejado,Furgón,38.3
247,2024-12-11,Centro,Hábil,Lluvia,Furgón,44.9
248,2024-12-12,Norte,Hábil,Despejado,Moto,45.9
249,2024-12-13,Centro,Hábil,Nublado,Camión,51.0
250,2024-12-16,Centro,Hábil,Lluvia,Moto,27.7
251,2024-12-17,Sur,Hábil,Despejado,Camión,49.3
252,2024-12-18,Centro,Hábil,Despejado,Moto,132.7
253,2024-12-19,Sur,Hábil,Despejado,Furgón,45.8
254,2024-12-20,Norte,Hábil,Despejado,Moto,29.7
255,2024-12-23,Centro,Hábil,Despejado,Camión,40.5
256,2024-12-24,Sur,Hábil,Lluvia,Moto,44.9
257,2024-12-25,Centro,Hábil,Despejado,Moto,35.7
258,2024-12-26,Sur,Hábil,Despejado,Moto,27.0
259,2024-12-27,Oeste,Hábil,Despejado,Moto,35.6
260,2024-12-30,Norte,Hábil,Despejado,Moto,29.8
261,2024-12-31,Centro,Hábil,Nublado,Camión,57.5
262,2025-01-01,Centro,Hábil,Despejado,Moto,98.1
263,2025-01-02,Sur,Hábil,Lluvia,Furgón,22.1
264,2025-01-03,Oeste,Hábil,Nublado,Furgón,36.0
265,2025-01-06,Centro,Hábil,Lluvia,Furgón,63.2
266,2025-01-07,Centro,Hábil,Nublado,Moto,80.7
267,2025-01-08,Este,Hábil,Despejado,Moto,49.1
268,2025-01-09,Oeste,Hábil,Nublado,Furgón,44.1
269,2025-01-10,Oeste,Hábil,Despejado,Camión,55.9
270,2025-01-13,Centro,Hábil,Despejado,Moto,71.6
271,2025-01-14,Centro,Hábil,Lluvia,Moto,55.1
272,2025-01-15,Norte,Hábil,Nublado,Moto,67.5
273,2025-01-16,Norte,Hábil,Nublado,Camión,17.8
274,2025-01-17,Centro,Hábil,Despejado,Moto,31.7
275,2025-01-20,Norte,Hábil,Despejado,Moto,43.4
276,2025-01-21,Centro,Hábil,Nublado,Camión,37.3
277,2025-01-22,Sur,Hábil,Despejado,Moto,74.2
278,2025-01-23,Sur,Hábil,Lluvia,Moto,32.4
279,2025-01-24,Este,Hábil,Nublado,Furgón,58.0
280,2025-01-27,Oeste,Hábil,Despejado,Camión,35.2
281,2025-01-28,Norte,Hábil,Despejado,Moto,50.9
282,2025-01-29,Centro,Hábil,Despejado,Moto,65.9
283,2025-01-30,Este,Hábil,Despejado,Moto,52.5
284,2025-01-31,Norte,Hábil,Nublado,Moto,30.1
285,2025-02-03,Este,Hábil,Despejado,Furgón,29.5
286,2025-02-04,Sur,Hábil,Nublado,Moto,31.3
287,2025-02-05,Sur,Hábil,Despejado,Moto,34.8
288,2025-02-06,Oeste,Hábil,Nublado,Moto,32.1
289,2025-02-07,Sur,Hábil,Despejado,Furgón,200.0
290,2025-02-10,Centro,Hábil,Despejado,Furgón,37.0
291,2025-02-11,Este,Hábil,Despejado,Camión,49.0
292,2025-02-12,Norte,Hábil,Lluvia,Moto,40.7
293,2025-02-13,Centro,Hábil,Lluvia,Furgón,41.9
294,2025-02-14,Oeste,Hábil,Nublado,Furgón,28.3
295,2025-02-17,Norte,Hábil,Despejado,Moto,49.3
296,2025-02-18,Este,Hábil,Despejado,Moto,31.2
297,2025-02-19,Centro,Hábil,Despejado,Moto,45.5
298,2025-02-20,Centro,Hábil,Despejado,Moto,37.1
299,2025-02-21,Centro,Hábil,Despejado,Moto,26.4
300,2025-02-24,Sur,Hábil,Nublado,Moto,37.1
301,2025-02-25,Oeste,Hábil,Nublado,Moto,84.3
302,2025-02-26,Oeste,Hábil,Nublado,Furgón,61.9
303,2025-02-27,Centro,Hábil,Lluvia,Moto,25.7
304,2025-02-28,Este,Hábil,Despejado,Furgón,36.7
305,2025-03-03,Centro,Hábil,Despejado,Furgón,40.0
306,2025-03-04,Centro,Hábil,Despejado,Camión,41.4
307,2025-03-05,Centro,Hábil,Nublado,Furgón,76.8
308,2025-03-06,Centro,Hábil,Despejado,Moto,46.9
309,2025-03-07,Centro,Hábil,Despejado,Furgón,26.5
310,2025-03-10,Este,Hábil,Despejado,Moto,19.8
311,2025-03-11,Centro,Hábil,Despejado,Moto,61.9
312,2025-03-12,Norte,Hábil,Nublado,Camión,33.1
313,2025-03-13,Norte,Hábil,Lluvia,Moto,83.1
314,2025-03-14,Sur,Hábil,Despejado,Moto,90.2
315,2025-03-17,Centro,Hábil,Nublado,Furgón,39.3
316,2025-03-18,Centro,Hábil,Lluvia,Camión,54.2
317,2025-03-19,Centro,Hábil,Despejado,Furgón,60.6
318,2025-03-20,Centro,Hábil,Despejado,Moto,29.0
319,2025-03-21,Centro,Hábil,Despejado,Furgón,60.3
320,2025-03-24,Sur,Hábil,Despejado,Moto,27.8
321,2025-03-25,Centro,Hábil,Nublado,Furgón,62.8
322,2025-03-26,Centro,Hábil,Despejado,Camión,55.5
323,2025-03-27,Este,Hábil,Nublado,Furgón,78.3
324,2025-03-28,Sur,Hábil,Despejado,Camión,45.1
325,2025-03-31,Norte,Hábil,Despejado,Moto,83.1
326,2025-04-01,Norte,Hábil,Despejado,Furgón,33.8
327,2025-04-02,Norte,Hábil,Despejado,Furgón,36.6
328,2025-04-03,Centro,Hábil,Despejado,Moto,52.2
329,2025-04-04,Sur,Hábil,Nublado,Camión,67.6
330,2025-04-07,Centro,Hábil,Despejado,Moto,29.3
331,2025-04-08,Centro,Hábil,Lluvia,Furgón,50.3
332,2025-04-09,Norte,Hábil,Despejado,Furgón,73.3
333,2025-04-10,Sur,Hábil,Despejado,Furgón,42.1
334,2025-04-11,Sur,Hábil,Despejado,Moto,33.4
335,2025-04-14,Sur,Hábil,Despejado,Furgón,63.6
336,2025-04-15,Sur,Hábil,Despejado,Furgón,94.3
337,2025-04-16,Este,Hábil,Despejado,Camión,20.7
338,2025-04-17,Norte,Hábil,Despejado,Moto,22.4
339,2025-04-18,Oeste,Hábil,Despejado,Moto,52.5
340,2025-04-21,Sur,Hábil,Despejado,Furgón,40.5
341,2025-04-22,Este,Hábil,Despejado,Moto,43.4
342,2025-04-23,Centro,Hábil,Nublado,Furgón,29.5
343,2025-04-24,Centro,Hábil,Lluvia,Furgón,25.3
344,2025-04-25,Este,Hábil,Despejado,Camión,26.3
345,2025-04-28,Centro,Hábil,Despejado,Furgón,49.0
346,2025-04-29,Centro,Hábil,Nublado,Furgón,50.9
347,2025-04-30,Centro,Hábil,Lluvia,Moto,55.6
348,2025-05-01,Centro,Hábil,Despejado,Moto,46.0
349,2025-05-02,Norte,Hábil,Nublado,Moto,49.6
350,2025-05-05,Sur,Hábil,Despejado,Moto,34.1
351,2025-05-06,Centro,Hábil,Despejado,Furgón,23.5
352,2025-05-07,Centro,Hábil,Lluvia,Furgón,28.7
353,2025-05-08,Este,Hábil,Despejado,Furgón,45.9
354,2025-05-09,Centro,Hábil,Nublado,Furgón,63.0
355,2025-05-12,Oeste,Hábil,Lluvia,Camión,56.5
356,2025-05-13,Sur,Hábil,Despejado,Furgón,40.2
357,2025-05-14,Sur,Hábil,Despejado,Furgón,56.6
358,2025-05-15,Sur,Hábil,Despejado,Furgón,20.8
359,2025-05-16,Centro,Hábil,Despejado,Moto,32.4
360,2025-05-19,Este,Hábil,Lluvia,Moto,51.6
361,2025-05-20,Sur,Hábil,Despejado,Moto,31.9
362,2025-05-21,Este,Hábil,Despejado,Camión,28.5
363,2025-05-22,Sur,Hábil,Lluvia,Furgón,38.1
364,2025-05-23,Centro,Hábil,Despejado,Moto,47.9
365,2025-05-26,Centro,Hábil,Lluvia,Moto,19.9
366,2025-05-27,Sur,Hábil,Despejado,Furgón,36.2
367,2025-05-28,Centro,Hábil,Nublado,Moto,45.9
368,2025-05-29,Sur,Hábil,Despejado,Moto,30.1
369,2025-05-30,Norte,Hábil,Despejado,Camión,39.7
370,2025-06-02,Sur,Hábil,Despejado,Moto,52.7
371,2025-06-03,Norte,Hábil,Despejado,Moto,40.7
372,2025-06-04,Sur,Hábil,Lluvia,Furgón,65.7
373,2025-06-05,Centro,Hábil,Lluvia,Camión,65.5
374,2025-06-06,Centro,Hábil,Lluvia,Furgón,41.1
375,2025-06-09,Centro,Hábil,Despejado,Moto,20.5
376,2025-06-10,Norte,Hábil,Despejado,Moto,45.1
377,2025-06-11,Centro,Hábil,Despejado,Moto,47.1
378,2025-06-12,Sur,Hábil,Despejado,Furgón,60.5
379,2025-06-13,Sur,Hábil,Nublado,Furgón,55.0
380,2025-06-16,Este,Hábil,Despejado,Moto,85.9
381,2025-06-17,Norte,Hábil,Despejado,Camión,61.4
382,2025-06-18,Centro,Hábil,Despejado,Moto,33.5
383,2025-06-19,Centro,Hábil,Nublado,Moto,33.0
384,2025-06-20,Sur,Hábil,Lluvia,Moto,66.0
385,2025-06-23,Sur,Hábil,Nublado,Moto,58.8
386,2025-06-24,Sur,Hábil,Despejado,Furgón,33.9
387,2025-06-25,Este,Hábil,Despejado,Furgón,27.8
388,2025-06-26,Sur,Hábil,Nublado,Moto,62.1
389,2025-06-27,Sur,Hábil,Lluvia,Furgón,62.1
390,2025-06-30,Sur,Hábil,Despejado,Moto,77.2
391,2025-07-01,Centro,Hábil,Lluvia,Furgón,32.9
392,2025-07-02,Norte,Hábil,Nublado,Camión,79.9
393,2025-07-03,Sur,Hábil,Lluvia,Moto,34.1
394,2025-07-04,Centro,Hábil,Lluvia,Furgón,57.6
395,2025-07-07,Oeste,Hábil,Despejado,Moto,153.2
396,2025-07-08,Sur,Hábil,Despejado,Moto,51.7
397,2025-07-09,Sur,Hábil,Despejado,Moto,44.3
398,2025-07-10,Sur,Hábil,Nublado,Furgón,56.3
399,2025-07-11,Centro,Hábil,Nublado,Furgón,36.2
400,2025-07-14,Sur,Hábil,Nublado,Moto,30.4
401,2025-07-15,Centro,Hábil,Despejado,Furgón,42.7
402,2025-07-16,Este,Hábil,Lluvia,Furgón,40.4
403,2025-07-17,Centro,Hábil,Lluvia,Furgón,71.2
404,2025-07-18,Sur,Hábil,Lluvia,Furgón,57.4
405,2025-07-21,Este,Hábil,Lluvia,Furgón,25.4
406,2025-07-22,Centro,Hábil,Nublado,Moto,50.9
407,2025-07-23,Centro,Hábil,Despejado,Moto,46.5
408,2025-07-24,Norte,Hábil,Despejado,Camión,36.3
409,2025-07-25,Oeste,Hábil,Despejado,Moto,36.5
410,2025-07-28,Norte,Hábil,Despejado,Camión,95.5
411,2025-07-29,Sur,Hábil,Lluvia,Furgón,49.2
412,2025-07-30,Norte,Hábil,Lluvia,Moto,47.5
413,2025-07-31,Centro,Hábil,Despejado,Moto,32.3
414,2025-08-01,Sur,Hábil,Despejado,Moto,39.3
415,2025-08-04,Norte,Hábil,Lluvia,Camión,29.2
416,2025-08-05,Norte,Hábil,Despejado,Moto,30.9
417,2025-08-06,Norte,Hábil,Despejado,Moto,55.5
418,2025-08-07,Centro,Hábil,Despejado,Moto,80.0
419,2025-08-08,Centro,Hábil,Despejado,Moto,35.5
420,2025-08-11,Sur,Hábil,Despejado,Moto,30.3
421,2025-08-12,Centro,Hábil,Despejado,Moto,53.4
422,2025-08-13,Centro,Hábil,Despejado,Furgón,46.1
423,2025-08-14,Norte,Hábil,Nublado,Moto,29.9
424,2025-08-15,Sur,Hábil,Despejado,Moto,61.9
425,2025-08-18,Oeste,Hábil,Lluvia,Moto,35.2
426,2025-08-19,Centro,Hábil,Despejado,Moto,35.3
427,2025-08-20,Sur,Hábil,Despejado,Camión,20.4
428,2025-08-21,Centro,Hábil,Lluvia,Furgón,31.5
429,2025-08-22,Sur,Hábil,Despejado,Moto,75.4
430,2025-08-25,Centro,Hábil,Despejado,Furgón,54.9
431,2025-08-26,Norte,Hábil,Despejado,Moto,54.5
432,2025-08-27,Norte,Hábil,Lluvia,Moto,37.2
433,2025-08-28,Norte,Hábil,Despejado,Camión,27.3
434,2025-08-29,Oeste,Hábil,Despejado,Furgón,45.8
435,2025-09-01,Centro,Hábil,Lluvia,Camión,25.4
436,2025-09-02,Norte,Hábil,Despejado,Moto,37.0
437,2025-09-03,Norte,Hábil,Lluvia,Furgón,70.4
438,2025-09-04,Centro,Hábil,Lluvia,Moto,30.2
439,2025-09-05,Norte,Hábil,Nublado,Moto,103.2
440,2025-09-08,Sur,Hábil,Despejado,Furgón,42.8
441,2025-09-09,Oeste,Hábil,Nublado,Moto,54.9
