timestamp,temperatura_celsius,humedad_relativa,presion_hpa,velocidad_viento_kmh,precipitacion_mm,indice_uv
08/01/2024 07:00,30.9,64.4,1018.0,5.9,0.0,2.5
2024-01-08 08:00:00,33.8,63.2,1016.5,3.9,0.0,5.6
2024-01-08 09:00:00,35.1,60.5,1018.9,5.0,0.0,8.3
08/01/2024 10:00,36.7,58.3,1017.2,6.2,0.0,10.4
2024-01-08 11:00:00,37.6,62.7,1021.0,6.6,0.0,11.8
2024-01-08 12:00:00,39.1,53.6,1019.6,9.9,0.0,12.4
2024-01-08 13:00:00,37.4,53.6,1017.6,6.8,0.0,12.9
2024-01-08 14:00:00,36.3,52.5,1016.7,9.6,0.0,12.6
08/01/2024 15:00,34.4,56.9,1019.0,12.1,0.0,11.5
2024-01-08 16:00:00,33.3,51.4,1018.2,17.2,0.0,10.3
2024-01-08 17:00:00,30.2,53.5,1015.4,8.9,0.0,8.2
2024-01-08 18:00:00,27.8,54.6,1019.5,13.8,0.0,5.6
2024-01-08 19:00:00,26.2,56.3,1021.0,12.0,0.0,3.0
2024-01-08 20:00:00,23.4,53.7,1018.5,21.0,0.0,0
2024-01-08 21:00:00,23.3,60.4,1018.9,16.9,0.0,0.0
2024-01-08 22:00:00,20.3,61.9,1018.0,18.8,0.0,0.0
2024-01-08 23:00:00,21.1,62.9,1018.9,17.1,0.0,0.0
2024-01-09 00:00:00,20.0,64.7,1017.6,8.8,0.0,0.0
2024-01-09 01:00:00,20.8,67.4,1018.4,8.0,0.0,0.0
2024-01-09 02:00:00,21.4,68.9,1018.7,16.0,0.0,0.0
2024-01-09 03:00:00,21.5,71.2,1020.1,10.2,0.0,0.0
2024-01-09 04:00:00,24.1,71.1,1019.1,4.0,0.0,0.0
2024-01-09 05:00:00,26.2,70.7,1019.8,6.8,0.0,0.0
2024-01-09 06:00:00,29.9,69.1,1018.4,10.7,0.0,0
2024-01-09 07:00:00,32.4,67.4,1018.5,15.6,0.0,3.0
2024-01-09 08:00:00,33.4,61.3,1017.6,5.1,0.0,5.5
2024-01-09 09:00:00,35.9,61.2,1020.1,4.2,0.0,7.9
2024-01-09 10:00:00,37.5,61.4,1017.2,6.1,0.0,10.4
2024-01-09 11:00:00,37.8,55.7,1020.9,8.5,0.0,12.0
2024-01-09 12:00:00,37.6,58.9,1018.5,11.9,0.0,12.7
09/01/2024 13:00,38.1,53.8,1019.3,13.3,0.0,13.4
2024-01-09 14:00:00,35.8,51.2,1017.0,11.9,0.0,12.6
2024-01-09 15:00:00,35.7,51.9,1018.1,16.6,0.0,11.3
2024-01-09 16:00:00,34.2,55.1,,9.8,0.0,9.9
2024-01-09 17:00:00,31.1,54.2,1017.9,13.2,0.0,8.0
2024-01-09 18:00:00,28.8,55.8,1020.2,9.0,0.0,5.8
2024-01-09 19:00:00,26.8,57.7,1016.0,18.3,0.0,3.0
2024-01-09 20:00:00,24.1,56.9,1015.7,17.7,0.0,0.0
2024-01-09 21:00:00,23.7,56.1,1019.0,28.0,0.0,0.0
2024-01-09 22:00:00,21.8,59.3,1018.1,12.8,0.0,0.0
2024-01-09 23:00:00,21.1,63.4,1017.4,10.7,0.0,0.0
2024-01-10 00:00:00,20.2,66.1,1020.0,13.1,0.0,0.0
10/01/2024 01:00,19.5,70.3,1019.3,8.5,0.0,0.0
2024-01-10 02:00:00,20.8,70.8,1019.2,8.8,0.0,0.0
2024-01-10 03:00:00,21.7,72.1,1017.7,13.5,0.0,0.0
2024-01-10 04:00:00,23.9,69.7,1017.5,18.5,0.0,0.0
2024-01-10 05:00:00,27.6,65.6,1016.9,9.9,0.0,0.0
2024-01-10 06:00:00,28.8,69.7,1015.8,4.6,0.0,0.2
2024-01-10 07:00:00,31.4,66.7,1015.2,12.2,0.0,3.1
2024-01-10 08:00:00,32.4,63.5,1019.8,3.9,0.0,5.9
2024-01-10 09:00:00,36.8,61.2,1017.3,4.4,0.0,8.1
10/01/2024 10:00,36.5,61.6,1016.2,4.3,0.0,10.2
2024-01-10 11:00:00,37.5,59.2,1015.5,5.1,0.0,11.5
2024-01-10 12:00:00,38.8,55.5,1019.4,9.1,0.0,12.6
2024-01-10 13:00:00,37.6,52.8,1017.9,6.6,0.0,13.2
2024-01-10 14:00:00,36.6,52.6,1019.5,13.6,0.0,12.0
10/01/2024 15:00,34.5,53.0,1017.3,9.0,0.0,11.6
2024-01-10 16:00:00,34.3,55.6,1017.9,6.0,0.0,10.1
2024-01-10 17:00:00,31.4,50.8,1018.4,10.9,0.0,7.8
2024-01-10 18:00:00,28.5,52.5,1017.4,11.0,0.0,5.5
2024-01-10 19:00:00,26.9,53.1,1016.7,19.9,0.0,3.1
2024-01-10 20:00:00,24.3,58.2,1017.9,13.7,0.0,0.5
2024-01-10 21:00:00,23.6,60.7,1017.4,13.5,0.0,0.0
2024-01-10 22:00:00,21.3,61.6,1018.1,17.3,0.0,0.0
2024-01-10 23:00:00,19.1,66.9,1018.0,11.8,0.0,0.0
2024-01-11 00:00:00,21.4,65.4,1015.2,13.4,0.0,0.0
2024-01-11 01:00:00,20.3,67.6,1018.0,9.0,0.0,0.0
2024-01-11 02:00:00,21.2,67.9,1017.4,20.4,0.0,0.0
2024-01-11 03:00:00,23.6,67.0,1018.1,12.2,0.0,0.0
2024-01-11 04:00:00,25.7,69.1,1018.8,10.1,0.0,0.0
11/01/2024 05:00,25.4,70.5,1017.1,8.0,0.0,0.0
2024-01-11 06:00:00,28.6,66.4,1018.8,9.8,0.0,0.0
2024-01-11 07:00:00,30.6,67.0,1016.0,5.7,0.0,2.6
2024-01-11 08:00:00,32.6,66.5,1019.4,5.4,0.0,5.5
11/01/2024 09:00,34.5,62.0,1020.1,7.6,0.0,8.0
2024-01-11 10:00:00,36.9,57.5,1019.8,7.6,0.0,9.9
2024-01-11 11:00:00,37.6,59.4,1017.1,8.6,0.0,12.1
2024-01-11 12:00:00,37.5,55.1,1019.7,13.0,0.0,12.3
2024-01-11 13:00:00,37.4,52.9,1020.3,9.8,0.0,13.1
11/01/2024 14:00,35.8,53.0,1016.3,10.6,0.0,12.8
2024-01-11 15:00:00,34.9,54.6,1018.5,13.5,0.0,12.3
2024-01-11 16:00:00,33.9,53.4,1016.4,7.1,0.0,10.5
2024-01-11 17:00:00,32.3,52.4,1018.7,14.6,0.0,7.8
2024-01-11 18:00:00,28.5,51.9,1017.0,11.7,0.0,5.6
2024-01-11 19:00:00,27.1,55.6,1019.5,12.3,0.0,3.3
2024-01-11 20:00:00,24.9,57.5,1016.8,18.1,0.0,0
2024-01-11 21:00:00,22.9,58.7,1017.1,17.2,0.0,0.0
2024-01-11 22:00:00,20.8,62.0,1016.5,27.0,0.0,0.0
2024-01-11 23:00:00,20.2,63.6,1018.6,11.2,0.0,0.0
2024-01-12 00:00:00,20.4,63.7,1018.7,15.8,0.0,0.0
2024-01-12 01:00:00,19.4,68.3,1018.2,12.8,0.0,0.0
2024-01-12 02:00:00,20.1,67.8,1018.0,14.0,0.0,0.0
2024-01-12 03:00:00,22.5,71.7,1017.7,6.6,0.0,0.0
2024-01-12 04:00:00,24.8,68.2,1016.7,5.8,0.0,0.0
2024-01-12 05:00:00,26.2,69.2,1017.0,12.0,0.0,0.0
2024-01-12 06:00:00,28.8,67.9,1019.2,3.3,0.0,0
2024-01-12 07:00:00,31.9,67.6,1018.8,10.7,0.0,3.0
2024-01-12 08:00:00,32.4,60.9,1018.0,3.1,0.0,5.7
2024-01-12 09:00:00,35.3,61.7,1020.4,5.9,0.0,7.7
2024-01-12 10:00:00,37.2,58.8,1019.0,16.6,0.0,10.4
2024-01-12 11:00:00,37.7,55.6,1016.9,4.8,0.0,11.7
2024-01-12 12:00:00,38.5,57.7,1015.7,8.4,0.0,12.9
2024-01-12 13:00:00,38.0,54.9,1017.2,10.4,0.0,12.7
2024-01-12 14:00:00,36.8,51.9,1018.0,10.9,0.0,12.3
2024-01-12 15:00:00,34.1,52.0,1015.7,9.6,0.0,11.4
2024-01-12 16:00:00,32.1,54.1,1016.5,11.2,0.0,10.3
2024-01-12 17:00:00,30.2,53.2,1017.0,20.5,0.0,8.3
2024-01-12 18:00:00,28.3,51.7,1019.2,20.2,0.0,6.2
2024-01-12 19:00:00,26.6,56.3,1018.2,14.1,0.0,2.8
2024-01-12 20:00:00,24.1,57.1,1016.8,12.9,0.0,0
2024-01-12 21:00:00,22.8,61.4,1017.3,11.6,0.0,0.0
2024-01-12 22:00:00,21.0,63.6,1016.8,8.7,0.0,0.0
2024-01-12 23:00:00,20.9,63.2,1017.9,9.4,0.0,0.0
2024-01-13 00:00:00,19.8,65.8,1016.9,17.9,0.0,0.0
2024-01-13 01:00:00,20.8,67.6,1019.2,11.2,0.0,0.0
2024-01-13 02:00:00,20.3,67.6,1021.4,12.5,0.0,0.0
2024-01-13 03:00:00,22.2,69.0,1017.8,5.6,0.0,0.0
2024-01-13 04:00:00,25.5,69.0,1018.3,7.9,0.0,0.0
2024-01-13 05:00:00,26.6,69.9,1018.0,8.0,0.0,0.0
2024-01-13 06:00:00,29.0,68.0,1019.1,7.0,0.0,0.0
2024-01-13 07:00:00,32.6,67.1,1019.4,11.5,0.0,3.3
2024-01-13 08:00:00,34.2,63.2,1018.8,7.4,0.0,5.8
2024-01-13 09:00:00,36.2,62.3,1014.3,4.9,0.0,8.7
2024-01-13 10:00:00,36.9,57.2,1018.1,6.0,0.0,10.6
2024-01-13 11:00:00,37.8,55.1,1018.5,4.8,0.0,11.5
2024-01-13 12:00:00,39.0,58.9,1020.1,11.1,0.0,12.9
2024-01-13 13:00:00,37.5,54.8,1017.0,6.6,0.0,12.9
2024-01-13 14:00:00,36.2,54.4,1017.5,8.6,0.0,13.0
2024-01-13 15:00:00,35.6,51.9,1018.3,22.5,0.0,11.9
2024-01-13 16:00:00,34.5,52.9,1017.2,12.0,0.0,9.9
2024-01-13 17:00:00,31.1,50.9,1018.4,10.9,2.0,8.4
2024-01-13 18:00:00,29.2,52.7,1017.7,16.1,0.0,5.6
2024-01-13 19:00:00,,57.8,1018.2,24.2,0.0,2.5
2024-01-13 20:00:00,24.8,57.4,1017.1,26.5,0.0,0.1
2024-01-13 21:00:00,22.9,60.4,1014.6,23.3,0.0,0.0
2024-01-13 22:00:00,21.0,61.0,1017.4,14.3,0.0,0.0
2024-01-13 23:00:00,21.4,64.8,1018.7,14.1,0.0,0.0
2024-01-14 00:00:00,19.6,63.6,1016.8,13.3,0.0,0.0
2024-01-14 01:00:00,20.2,65.8,1016.9,15.4,0.0,0.0
14/01/2024 02:00,23.3,,1018.1,17.6,0.0,0.0
2024-01-14 03:00:00,22.4,70.5,1019.9,11.8,0.0,0.0
2024-01-14 04:00:00,26.0,70.7,1018.1,6.1,0.0,0.0
2024-01-14 05:00:00,26.4,68.2,1019.0,5.8,0.0,0.0
2024-01-14 06:00:00,29.9,67.8,1017.5,7.0,0.0,0
2024-01-14 07:00:00,30.5,64.7,1019.4,3.4,0.0,3.1
2024-01-14 08:00:00,32.8,61.5,1017.8,8.4,0.0,5.5
2024-01-14 09:00:00,35.7,61.7,1016.1,8.0,0.0,8.3
2024-01-14 10:00:00,36.4,59.6,1017.4,7.8,0.0,10.8
2024-01-14 11:00:00,37.7,57.1,1018.0,8.3,0.0,11.7
2024-01-14 12:00:00,38.6,54.2,1017.9,5.9,0.0,12.7
2024-01-14 13:00:00,38.5,53.1,1017.7,10.1,0.0,12.7
2024-01-14 14:00:00,35.9,50.6,,9.5,0.0,12.6
14/01/2024 15:00,35.4,51.5,1016.8,10.4,0.0,11.5
2024-01-14 16:00:00,34.6,50.6,1019.5,18.7,0.0,9.9
2024-01-14 17:00:00,31.6,51.5,1017.7,24.7,0.0,8.1
14/01/2024 18:00,30.4,54.1,1016.8,17.4,0.0,5.3
2024-01-14 19:00:00,26.4,55.3,1018.6,16.6,0.0,2.8
2024-01-14 20:00:00,25.0,55.2,1016.3,13.2,0.0,0.1
2024-01-14 21:00:00,23.4,60.5,1020.4,15.7,0.0,0.0
2024-01-14 22:00:00,21.4,59.7,1016.0,16.3,0.0,0.0
2024-01-14 23:00:00,19.8,61.5,1018.5,35.9,0.0,0.0
2024-01-15 00:00:00,20.0,66.4,1015.6,15.3,0.0,0.0
2024-01-15 01:00:00,20.2,70.2,1018.4,6.5,0.0,0.0
2024-01-15 02:00:00,21.0,70.1,1019.0,11.5,0.0,0.0
2024-01-15 03:00:00,21.9,69.2,1019.2,7.3,0.0,0.0
2024-01-15 04:00:00,24.1,67.7,1018.4,5.5,0.0,0.0
2024-01-15 05:00:00,,68.5,1017.0,8.6,0.0,0.0
2024-01-15 06:00:00,29.4,67.2,1016.2,3.8,0.0,0.2
2024-01-15 07:00:00,31.9,64.5,1017.3,3.7,0.0,3.5
2024-01-15 08:00:00,,65.0,1017.6,11.0,0.0,5.4
2024-01-15 09:00:00,35.9,63.5,1015.7,7.1,0.0,8.3
2024-01-15 10:00:00,37.4,61.2,1019.6,13.2,0.0,10.3
2024-01-15 11:00:00,38.5,57.0,1018.2,7.6,0.0,11.9
2024-01-15 12:00:00,38.5,56.6,1018.6,11.8,0.0,12.5
2024-01-15 13:00:00,36.7,54.4,1018.9,15.9,0.0,13.3
2024-01-15 14:00:00,36.2,51.5,1018.7,11.3,0.0,12.6
2024-01-15 15:00:00,35.6,48.1,1015.9,18.6,0.0,11.8
2024-01-15 16:00:00,35.2,52.9,1019.1,14.3,0.0,10.1
2024-01-15 17:00:00,30.9,49.5,1016.9,23.5,0.0,7.9
2024-01-15 18:00:00,27.4,56.2,1017.4,18.9,0.0,5.8
2024-01-15 19:00:00,26.5,55.1,1019.7,17.7,0.0,2.6
2024-01-15 20:00:00,24.4,58.0,1017.6,10.1,0.0,0
2024-01-15 21:00:00,23.2,60.0,1016.8,20.7,0.0,0.0
2024-01-15 22:00:00,20.8,60.7,1018.0,15.2,0.0,0.0
15/01/2024 23:00,19.5,64.4,1019.7,17.1,0.0,0.0
2024-01-16 00:00:00,19.6,65.7,1018.7,11.4,0.0,0.0
2024-01-16 01:00:00,21.4,65.0,1016.1,6.9,0.0,0.0
2024-01-16 02:00:00,19.7,66.5,1015.8,24.4,0.0,0.0
2024-01-16 03:00:00,23.9,68.2,1017.1,11.5,0.0,0.0
16/01/2024 04:00,24.7,69.1,1016.9,4.9,0.0,0.0
2024-01-16 05:00:00,27.5,70.5,1018.0,7.2,0.0,0.0
2024-01-16 06:00:00,29.9,70.0,1016.0,3.1,0.0,0.1
2024-01-16 07:00:00,31.5,67.3,1019.6,8.4,0.0,2.8
